Link_Key	BookingID	UdidNumber	UdidValue	UdidDefinitions	
118WDFAOL	118	46	97146	GROUP ID	
119WDFAOL	119	11	F421701	COMPANY	
119WDFAOL	119	13	0000	CODIGO GINEBRA	
119WDFAOL	119	14	60-XX	SECTOR	
119WDFAOL	119	15	362	LOCATION	
119WDFAOL	119	17	SGS DE MEXICO-BA27960	PROYECT NUMBER	
119WDFAOL	119	18		AUTORIZADOR	
119WDFAOL	119	25	6251	ACTIVITY	
119WDFAOL	119	26	0	COST LEVEL	
119WDFAOL	119	46	97146	GROUP ID	
120SHPVJO	120	11	F424301	COMPANY	
120SHPVJO	120	13	0000	CODIGO GINEBRA	
120SHPVJO	120	14	520-XX	SECTOR	
120SHPVJO	120	15	362	LOCATION	
120SHPVJO	120	17	SGS DE MEXICO-BA27962	PROYECT NUMBER	
120SHPVJO	120	18	JENNIFER DIAZ	AUTORIZADOR	
120SHPVJO	120	25	5280	ACTIVITY	
120SHPVJO	120	26	0	COST LEVEL	
120SHPVJO	120	46	97146	GROUP ID	
121SHPVJO	121	11	F424301	COMPANY	
121SHPVJO	121	13	0000	CODIGO GINEBRA	
121SHPVJO	121	14	520-XX	SECTOR	
121SHPVJO	121	15	362	LOCATION	
121SHPVJO	121	17	SGS DE MEXICO-BA27962	PROYECT NUMBER	
121SHPVJO	121	18	JENNIFER DIAZ	AUTORIZADOR	
121SHPVJO	121	25	5280	ACTIVITY	
121SHPVJO	121	26	0	COST LEVEL	
121SHPVJO	121	46	97146	GROUP ID	
159EXIMAF	159	11	F420101	COMPANY	
159EXIMAF	159	13	0000	CODIGO GINEBRA	
159EXIMAF	159	14	0-XX	SECTOR	
159EXIMAF	159	15	362	LOCATION	
159EXIMAF	159	17	SGS DE MEXICO-BA27937	PROYECT NUMBER	
159EXIMAF	159	18	JENNIFERDIAZ	AUTORIZADOR	
159EXIMAF	159	25	0	ACTIVITY	
159EXIMAF	159	26	0	COST LEVEL	
159EXIMAF	159	46	97146	GROUP ID	
160XOEVHJ	160	11	F420171	COMPANY	
160XOEVHJ	160	13	0000	CODIGO GINEBRA	
160XOEVHJ	160	14	10-XX	SECTOR	
160XOEVHJ	160	15	362	LOCATION	
160XOEVHJ	160	17	SGS DE MEXICO-BA27880	PROYECT NUMBER	
160XOEVHJ	160	18	JENNIFERDIAZ	AUTORIZADOR	
160XOEVHJ	160	25	1751	ACTIVITY	
160XOEVHJ	160	26	0	COST LEVEL	
160XOEVHJ	160	46	97146	GROUP ID	
161MRAJYV	161	11	F420201	COMPANY	
161MRAJYV	161	13	0000	CODIGO GINEBRA	
161MRAJYV	161	14	30-XX	SECTOR	
161MRAJYV	161	15	182	LOCATION	
161MRAJYV	161	17	SGS DE MEXICO-HS20103	PROYECT NUMBER	
161MRAJYV	161	18	JENNIFERDIAZ	AUTORIZADOR	
161MRAJYV	161	25	3200	ACTIVITY	
161MRAJYV	161	26	0	COST LEVEL	
161MRAJYV	161	46	97146	GROUP ID	
162XPBPBK	162	11	F420171	COMPANY	
162XPBPBK	162	13	0000	CODIGO GINEBRA	
162XPBPBK	162	14	10-XX	SECTOR	
162XPBPBK	162	15	362	LOCATION	
162XPBPBK	162	17	SGS DE MEXICO-BA27875	PROYECT NUMBER	
162XPBPBK	162	18	JENNIFERDIAZ	AUTORIZADOR	
162XPBPBK	162	25	1751	ACTIVITY	
162XPBPBK	162	26	0	COST LEVEL	
162XPBPBK	162	46	97146	GROUP ID	
163YSXLTL	163	11		COMPANY	
163YSXLTL	163	13	0000	CODIGO GINEBRA	
163YSXLTL	163	14	520-XX	SECTOR	
163YSXLTL	163	15	362	LOCATION	
163YSXLTL	163	17	SGS DE MEXICO-BA27906	PROYECT NUMBER	
163YSXLTL	163	18	JENNIFERDIAZ	AUTORIZADOR	
163YSXLTL	163	25	5280	ACTIVITY	
163YSXLTL	163	26	0	COST LEVEL	
163YSXLTL	163	46	97146	GROUP ID	
164TAYRKH	164	11	F422102	COMPANY	
164TAYRKH	164	13	0000	CODIGO GINEBRA	
164TAYRKH	164	14	90-XX	SECTOR	
164TAYRKH	164	15	362	LOCATION	
164TAYRKH	164	17	SGS DE MEXICO-BA27892	PROYECT NUMBER	
164TAYRKH	164	18	JENNIFER DIAZ	AUTORIZADOR	
164TAYRKH	164	25	9051	ACTIVITY	
164TAYRKH	164	26	0	COST LEVEL	
164TAYRKH	164	46	97146	GROUP ID	
165CQSBPB	165	11	F421402	COMPANY	
165CQSBPB	165	13	0000	CODIGO GINEBRA	
165CQSBPB	165	14	90-XX	SECTOR	
165CQSBPB	165	15	362	LOCATION	
165CQSBPB	165	17	SGS DE MEXICO-BA27893	PROYECT NUMBER	
165CQSBPB	165	18	JENNIFER DIAZ	AUTORIZADOR	
165CQSBPB	165	25	9051	ACTIVITY	
165CQSBPB	165	26	0	COST LEVEL	
165CQSBPB	165	46	97146	GROUP ID	
166YWCVJZ	166	11	F420171	COMPANY	
166YWCVJZ	166	13	0000	CODIGO GINEBRA	
166YWCVJZ	166	14	10-XX	SECTOR	
166YWCVJZ	166	15	362	LOCATION	
166YWCVJZ	166	17		PROYECT NUMBER	
166YWCVJZ	166	18		AUTORIZADOR	
166YWCVJZ	166	25	1753	ACTIVITY	
166YWCVJZ	166	26		COST LEVEL	
166YWCVJZ	166	46	97146	GROUP ID	
167SVQGOY	167	11		COMPANY	
167SVQGOY	167	13	0000	CODIGO GINEBRA	
167SVQGOY	167	14	99-XX	SECTOR	
167SVQGOY	167	15	362	LOCATION	
167SVQGOY	167	17	SGS DE MEXICO-BA27869	PROYECT NUMBER	
167SVQGOY	167	18	JENNIFERDIAZ	AUTORIZADOR	
167SVQGOY	167	25	6253	ACTIVITY	
167SVQGOY	167	26	0	COST LEVEL	
167SVQGOY	167	46	97146	GROUP ID	
168DSQFGJ	168	11	F422102	COMPANY	
168DSQFGJ	168	13	0000	CODIGO GINEBRA	
168DSQFGJ	168	14		SECTOR	
168DSQFGJ	168	15	362	LOCATION	
168DSQFGJ	168	17	SGS DE MEXICO-BA27918	PROYECT NUMBER	
168DSQFGJ	168	18	JENNIFER DIAZ	AUTORIZADOR	
168DSQFGJ	168	25	9052	ACTIVITY	
168DSQFGJ	168	26	0	COST LEVEL	
168DSQFGJ	168	46	97146	GROUP ID	
169EORURF	169	11	F420101	COMPANY	
169EORURF	169	13	0000	CODIGO GINEBRA	
169EORURF	169	14		SECTOR	
169EORURF	169	15	362	LOCATION	
169EORURF	169	17	SGS DE MEXICO-BA27883	PROYECT NUMBER	
169EORURF	169	18	JENNIFERDIAZ	AUTORIZADOR	
169EORURF	169	25	0	ACTIVITY	
169EORURF	169	26	0	COST LEVEL	
169EORURF	169	46	97146	GROUP ID	
170UKIYHC	170	11	F422102	COMPANY	
170UKIYHC	170	13	0000	CODIGO GINEBRA	
170UKIYHC	170	14	99-XX	SECTOR	
170UKIYHC	170	15	362	LOCATION	
170UKIYHC	170	17	SGS DE MEXICO-BA27917	PROYECT NUMBER	
170UKIYHC	170	18	JENNIFERDIAZ	AUTORIZADOR	
170UKIYHC	170	25	6253	ACTIVITY	
170UKIYHC	170	26	0	COST LEVEL	
170UKIYHC	170	46	97146	GROUP ID	
171QDXMKH	171	11	F420201	COMPANY	
171QDXMKH	171	13	0000	CODIGO GINEBRA	
171QDXMKH	171	14	30-XX	SECTOR	
171QDXMKH	171	15	182	LOCATION	
171QDXMKH	171	17	SGS DE MEXICO-HS20122	PROYECT NUMBER	
171QDXMKH	171	18	JENNIFERDIAZ	AUTORIZADOR	
171QDXMKH	171	25	3100	ACTIVITY	
171QDXMKH	171	26	0	COST LEVEL	
171QDXMKH	171	46	97146	GROUP ID	
172QGEATI	172	11	F420171	COMPANY	
172QGEATI	172	13	0000	CODIGO GINEBRA	
172QGEATI	172	14	10-XX	SECTOR	
172QGEATI	172	15		LOCATION	
172QGEATI	172	17	SGS DE MEXICO-HS20114	PROYECT NUMBER	
172QGEATI	172	18	JENNIFERDIAZ	AUTORIZADOR	
172QGEATI	172	25	1751	ACTIVITY	
172QGEATI	172	26	0	COST LEVEL	
172QGEATI	172	46	97146	GROUP ID	
173YMXYJE	173	11	F420171	COMPANY	
173YMXYJE	173	13	0000	CODIGO GINEBRA	
173YMXYJE	173	14	10-XX	SECTOR	
173YMXYJE	173	15	362	LOCATION	
173YMXYJE	173	17	SGS DE MEXICO-HS20114	PROYECT NUMBER	
173YMXYJE	173	18	JENNIFERDIAZ	AUTORIZADOR	
173YMXYJE	173	25	1751	ACTIVITY	
173YMXYJE	173	26	0	COST LEVEL	
173YMXYJE	173	46	97146	GROUP ID	
174JZFIAQ	174	11		COMPANY	
174JZFIAQ	174	13	0000	CODIGO GINEBRA	
174JZFIAQ	174	14	99-XX	SECTOR	
174JZFIAQ	174	15	362	LOCATION	
174JZFIAQ	174	17	SGS DE MEXICO-BA27927	PROYECT NUMBER	
174JZFIAQ	174	18	JENNIFERDIAZ	AUTORIZADOR	
174JZFIAQ	174	25	6253	ACTIVITY	
174JZFIAQ	174	26	0	COST LEVEL	
174JZFIAQ	174	46	97146	GROUP ID	
175LVJBMV	175	11	F420171	COMPANY	
175LVJBMV	175	13	0000	CODIGO GINEBRA	
175LVJBMV	175	14	10-XX	SECTOR	
175LVJBMV	175	15	362	LOCATION	
175LVJBMV	175	17	SGS DE MEXICO-HS20089	PROYECT NUMBER	
175LVJBMV	175	18	JENNIFERDIAZ	AUTORIZADOR	
175LVJBMV	175	25	1751	ACTIVITY	
175LVJBMV	175	26	0	COST LEVEL	
175LVJBMV	175	46	97146	GROUP ID	
176DOBHDI	176	11	F420171	COMPANY	
176DOBHDI	176	13	0000	CODIGO GINEBRA	
176DOBHDI	176	14	10-XX	SECTOR	
176DOBHDI	176	15	362	LOCATION	
176DOBHDI	176	17	SGS DE MEXICO-BA27936	PROYECT NUMBER	
176DOBHDI	176	18	JENNIFERDIAZ	AUTORIZADOR	
176DOBHDI	176	25	1751	ACTIVITY	
176DOBHDI	176	26	0	COST LEVEL	
176DOBHDI	176	46	97146	GROUP ID	
177LPSCHS	177	11	F420171	COMPANY	
177LPSCHS	177	13	0000	CODIGO GINEBRA	
177LPSCHS	177	14	10-XX	SECTOR	
177LPSCHS	177	15	362	LOCATION	
177LPSCHS	177	17	SGS DE MEXICO-HS20087	PROYECT NUMBER	
177LPSCHS	177	18	JENNIFERDIAZ	AUTORIZADOR	
177LPSCHS	177	25	1751	ACTIVITY	
177LPSCHS	177	26	0	COST LEVEL	
177LPSCHS	177	46	97146	GROUP ID	
178MSYRZH	178	11	F420171	COMPANY	
178MSYRZH	178	13	0000	CODIGO GINEBRA	
178MSYRZH	178	14	10-XX	SECTOR	
178MSYRZH	178	15	362	LOCATION	
178MSYRZH	178	17	SGS DE MEXICO-BA27871	PROYECT NUMBER	
178MSYRZH	178	18	JENNIFERDIAZ	AUTORIZADOR	
178MSYRZH	178	25	1751	ACTIVITY	
178MSYRZH	178	26	0	COST LEVEL	
178MSYRZH	178	46	97146	GROUP ID	
179DAGACM	179	11	F420201	COMPANY	
179DAGACM	179	13	0000	CODIGO GINEBRA	
179DAGACM	179	14	30-XX	SECTOR	
179DAGACM	179	15	182	LOCATION	
179DAGACM	179	17	SGS DE MEXICO-HS20104	PROYECT NUMBER	
179DAGACM	179	18	JENNIFERDIAZ	AUTORIZADOR	
179DAGACM	179	25	3200	ACTIVITY	
179DAGACM	179	26	0	COST LEVEL	
179DAGACM	179	46	97146	GROUP ID	
180EEBVVY	180	11	F422102 	COMPANY	
180EEBVVY	180	13	0000	CODIGO GINEBRA	
180EEBVVY	180	14	90-XX	SECTOR	
180EEBVVY	180	15	362	LOCATION	
180EEBVVY	180	17	SGS DE MEXICO-BA27935	PROYECT NUMBER	
180EEBVVY	180	18	JENNIFER DIAZ	AUTORIZADOR	
180EEBVVY	180	25	9053	ACTIVITY	
180EEBVVY	180	26	0	COST LEVEL	
180EEBVVY	180	46	97146	GROUP ID	
181JDJHEO	181	11	F420171	COMPANY	
181JDJHEO	181	13	0000	CODIGO GINEBRA	
181JDJHEO	181	14	10-XX	SECTOR	
181JDJHEO	181	15	362	LOCATION	
181JDJHEO	181	17	SGS DE MEXICO-HS20113	PROYECT NUMBER	
181JDJHEO	181	18	JENNIFERDIAZ	AUTORIZADOR	
181JDJHEO	181	25	1751	ACTIVITY	
181JDJHEO	181	26	0	COST LEVEL	
181JDJHEO	181	46	97146	GROUP ID	
182ELPVXU	182	11	F420171	COMPANY	
182ELPVXU	182	13	0000	CODIGO GINEBRA	
182ELPVXU	182	14	10-XX	SECTOR	
182ELPVXU	182	15	362	LOCATION	
182ELPVXU	182	17	SGS DE MEXICO-HS20096	PROYECT NUMBER	
182ELPVXU	182	18	ENNIFERDIAZ	AUTORIZADOR	
182ELPVXU	182	25	1751	ACTIVITY	
182ELPVXU	182	26	0	COST LEVEL	
182ELPVXU	182	46	97146	GROUP ID	
183EJSGRM	183	11	F422001	COMPANY	
183EJSGRM	183	13	0000	CODIGO GINEBRA	
183EJSGRM	183	14	99-XX	SECTOR	
183EJSGRM	183	15	362	LOCATION	
183EJSGRM	183	17	SGS DE MEXICO-BA27941	PROYECT NUMBER	
183EJSGRM	183	18	PROCESO INTERNO	AUTORIZADOR	
183EJSGRM	183	25	6253	ACTIVITY	
183EJSGRM	183	26	0	COST LEVEL	
183EJSGRM	183	46	97146	GROUP ID	
184UDZCYQ	184	11	F424301	COMPANY	
184UDZCYQ	184	13	0000	CODIGO GINEBRA	
184UDZCYQ	184	14	520-XX	SECTOR	
184UDZCYQ	184	15	362	LOCATION	
184UDZCYQ	184	17	SGS DE MEXICO-HS20108	PROYECT NUMBER	
184UDZCYQ	184	18	JENNIFERDIAZ	AUTORIZADOR	
184UDZCYQ	184	25	5280	ACTIVITY	
184UDZCYQ	184	26	0	COST LEVEL	
184UDZCYQ	184	46	97146	GROUP ID	
185MWLSTI	185	11	F422102	COMPANY	
185MWLSTI	185	13	0000	CODIGO GINEBRA	
185MWLSTI	185	14	90-XX	SECTOR	
185MWLSTI	185	15	362	LOCATION	
185MWLSTI	185	17	SGS DE MEXICO-BA27932	PROYECT NUMBER	
185MWLSTI	185	18	JENNIFER DIAZ	AUTORIZADOR	
185MWLSTI	185	25	9051	ACTIVITY	
185MWLSTI	185	26	0	COST LEVEL	
185MWLSTI	185	46	97146	GROUP ID	
186VZLSTD	186	11	F420171	COMPANY	
186VZLSTD	186	13	0000	CODIGO GINEBRA	
186VZLSTD	186	14	10-XX	SECTOR	
186VZLSTD	186	15	362	LOCATION	
186VZLSTD	186	17	SGS DE MEXICO-BA27946	PROYECT NUMBER	
186VZLSTD	186	18	JENNIFER DIAZ	AUTORIZADOR	
186VZLSTD	186	25	1752	ACTIVITY	
186VZLSTD	186	26	00	COST LEVEL	
186VZLSTD	186	46	97146	GROUP ID	
187YXRGKJ	187	11	F420102	COMPANY	
187YXRGKJ	187	13	0000	CODIGO GINEBRA	
187YXRGKJ	187	14	90-XX	SECTOR	
187YXRGKJ	187	15	362	LOCATION	
187YXRGKJ	187	17	SGS DE MEXICO-BA20131	PROYECT NUMBER	
187YXRGKJ	187	18	JENNIFER DIAZ	AUTORIZADOR	
187YXRGKJ	187	25	9051	ACTIVITY	
187YXRGKJ	187	26	0	COST LEVEL	
187YXRGKJ	187	46	97146	GROUP ID	
188IWPGTK	188	11	F421701	COMPANY	
188IWPGTK	188	13	0000	CODIGO GINEBRA	
188IWPGTK	188	14	500-XX	SECTOR	
188IWPGTK	188	15	362	LOCATION	
188IWPGTK	188	17	SGS DE MEXICO-HS20107	PROYECT NUMBER	
188IWPGTK	188	18	JENNIFERDIAZ	AUTORIZADOR	
188IWPGTK	188	25	5133	ACTIVITY	
188IWPGTK	188	26	0	COST LEVEL	
188IWPGTK	188	46	97146	GROUP ID	
189QJBLCD	189	11	F422102	COMPANY	
189QJBLCD	189	13	0000	CODIGO GINEBRA	
189QJBLCD	189	14	90-XX	SECTOR	
189QJBLCD	189	15	362	LOCATION	
189QJBLCD	189	17	SGS DE MEXICO-HS20135	PROYECT NUMBER	
189QJBLCD	189	18	JENNIFER DIAZ	AUTORIZADOR	
189QJBLCD	189	25	9052	ACTIVITY	
189QJBLCD	189	26	0	COST LEVEL	
189QJBLCD	189	46	97146	GROUP ID	
190IWPGTK	190	11	F421701	COMPANY	
190IWPGTK	190	13	0000	CODIGO GINEBRA	
190IWPGTK	190	14	500-XX	SECTOR	
190IWPGTK	190	15	362	LOCATION	
190IWPGTK	190	17	SGS DE MEXICO-HS20107	PROYECT NUMBER	
190IWPGTK	190	18	JENNIFERDIAZ	AUTORIZADOR	
190IWPGTK	190	25	5133	ACTIVITY	
190IWPGTK	190	26	0	COST LEVEL	
190IWPGTK	190	46	97146	GROUP ID	
191KXWQEV	191	11	F422102	COMPANY	
191KXWQEV	191	13	0000	CODIGO GINEBRA	
191KXWQEV	191	14	90-XX	SECTOR	
191KXWQEV	191	15	362	LOCATION	
191KXWQEV	191	17	SGS DE MEXICO-BA27949	PROYECT NUMBER	
191KXWQEV	191	18	JENNIFER DIAZ	AUTORIZADOR	
191KXWQEV	191	25	9052	ACTIVITY	
191KXWQEV	191	26	0	COST LEVEL	
191KXWQEV	191	46	97146	GROUP ID	
192IJWVPS	192	11	F420201	COMPANY	
192IJWVPS	192	13	0000	CODIGO GINEBRA	
192IJWVPS	192	14	30-XX	SECTOR	
192IJWVPS	192	15	182	LOCATION	
192IJWVPS	192	17	SGS DE MEXICO-HS20133	PROYECT NUMBER	
192IJWVPS	192	18	PROCESO INTERNO	AUTORIZADOR	
192IJWVPS	192	25	3000	ACTIVITY	
192IJWVPS	192	26	0	COST LEVEL	
192IJWVPS	192	46	97146	GROUP ID	
193KZUEHU	193	11	F420102	COMPANY	
193KZUEHU	193	13	0000	CODIGO GINEBRA	
193KZUEHU	193	14	90-XX	SECTOR	
193KZUEHU	193	15	362	LOCATION	
193KZUEHU	193	17	SGS DE MEXICO-HS20130	PROYECT NUMBER	
193KZUEHU	193	18	JENNIFER DIAZ	AUTORIZADOR	
193KZUEHU	193	25	9051	ACTIVITY	
193KZUEHU	193	26	0	COST LEVEL	
193KZUEHU	193	46	97146	GROUP ID	
194YFWIUX	194	11		COMPANY	
194YFWIUX	194	13	0000	CODIGO GINEBRA	
194YFWIUX	194	14	90-XX	SECTOR	
194YFWIUX	194	15	362	LOCATION	
194YFWIUX	194	17		PROYECT NUMBER	
194YFWIUX	194	18		AUTORIZADOR	
194YFWIUX	194	25	9052	ACTIVITY	
194YFWIUX	194	26	0	COST LEVEL	
194YFWIUX	194	46	97146	GROUP ID	
195DHLVIK	195	11	F420171	COMPANY	
195DHLVIK	195	13	0000	CODIGO GINEBRA	
195DHLVIK	195	14	10-XX	SECTOR	
195DHLVIK	195	15	362	LOCATION	
195DHLVIK	195	17	SGS DE MEXICO-HS20114	PROYECT NUMBER	
195DHLVIK	195	18	JENNIFERDIAZ	AUTORIZADOR	
195DHLVIK	195	25	1751	ACTIVITY	
195DHLVIK	195	26	0	COST LEVEL	
195DHLVIK	195	46	97146	GROUP ID	
196XVVYWC	196	11	F420171	COMPANY	
196XVVYWC	196	13	0000	CODIGO GINEBRA	
196XVVYWC	196	14	10-XX	SECTOR	
196XVVYWC	196	15	362	LOCATION	
196XVVYWC	196	17	SGS DE MEXICO-HS20115	PROYECT NUMBER	
196XVVYWC	196	18	JENNIFERDIAZ	AUTORIZADOR	
196XVVYWC	196	25	1751	ACTIVITY	
196XVVYWC	196	26	0	COST LEVEL	
196XVVYWC	196	46	97146	GROUP ID	
197QLXHUV	197	11	F420171	COMPANY	
197QLXHUV	197	13	0000	CODIGO GINEBRA	
197QLXHUV	197	14	10-XX	SECTOR	
197QLXHUV	197	15	362	LOCATION	
197QLXHUV	197	17	SGS DE MEXICO-HS20116	PROYECT NUMBER	
197QLXHUV	197	18	JENNIFERDIAZ	AUTORIZADOR	
197QLXHUV	197	25	1751	ACTIVITY	
197QLXHUV	197	26	0	COST LEVEL	
197QLXHUV	197	46	97146	GROUP ID	
198JKFXVZ	198	11	F420171	COMPANY	
198JKFXVZ	198	13	0000	CODIGO GINEBRA	
198JKFXVZ	198	14	10-XX	SECTOR	
198JKFXVZ	198	15	362	LOCATION	
198JKFXVZ	198	17	SGS DE MEXICO-HS20116	PROYECT NUMBER	
198JKFXVZ	198	18	JENNIFERDIAZ	AUTORIZADOR	
198JKFXVZ	198	25	1751	ACTIVITY	
198JKFXVZ	198	26	00	COST LEVEL	
198JKFXVZ	198	46	97146	GROUP ID	
199ALHWAA	199	11	F422102	COMPANY	
199ALHWAA	199	13	0000	CODIGO GINEBRA	
199ALHWAA	199	14	99-XX	SECTOR	
199ALHWAA	199	15	362	LOCATION	
199ALHWAA	199	17	GS DE MEXICO-BA27957	PROYECT NUMBER	
199ALHWAA	199	18		AUTORIZADOR	
199ALHWAA	199	25	6253	ACTIVITY	
199ALHWAA	199	26	0	COST LEVEL	
199ALHWAA	199	46	97146	GROUP ID	
200TYHWYH	200	11	F420171	COMPANY	
200TYHWYH	200	13	0000	CODIGO GINEBRA	
200TYHWYH	200	14	10-XX	SECTOR	
200TYHWYH	200	15	362	LOCATION	
200TYHWYH	200	17	SGS DE MEXICO-BA27915	PROYECT NUMBER	
200TYHWYH	200	18	PROCESO INTERNO	AUTORIZADOR	
200TYHWYH	200	25	1751	ACTIVITY	
200TYHWYH	200	26	0	COST LEVEL	
200TYHWYH	200	46	97146	GROUP ID	
201DOBHDI	201	11	F420171	COMPANY	
201DOBHDI	201	13	0000	CODIGO GINEBRA	
201DOBHDI	201	14	10-XX	SECTOR	
201DOBHDI	201	15	362	LOCATION	
201DOBHDI	201	17	SGS DE MEXICO-BA27936	PROYECT NUMBER	
201DOBHDI	201	18	JENNIFERDIAZ	AUTORIZADOR	
201DOBHDI	201	25	1751	ACTIVITY	
201DOBHDI	201	26	0	COST LEVEL	
201DOBHDI	201	46	97146	GROUP ID	
202KXWQEV	202	11	F422102	COMPANY	
202KXWQEV	202	13	0000	CODIGO GINEBRA	
202KXWQEV	202	14	90-XX	SECTOR	
202KXWQEV	202	15	362	LOCATION	
202KXWQEV	202	17	SGS DE MEXICO-BA27949	PROYECT NUMBER	
202KXWQEV	202	18	JENNIFER DIAZ	AUTORIZADOR	
202KXWQEV	202	25	9052	ACTIVITY	
202KXWQEV	202	26	0	COST LEVEL	
202KXWQEV	202	46	97146	GROUP ID	
203ASULMR	203	11	F422102	COMPANY	
203ASULMR	203	13	0000	CODIGO GINEBRA	
203ASULMR	203	14	99-XX	SECTOR	
203ASULMR	203	15	362	LOCATION	
203ASULMR	203	17	SGS DE MEXICO-BA27948	PROYECT NUMBER	
203ASULMR	203	18	PROCESO INTERNO	AUTORIZADOR	
203ASULMR	203	25	71ID17	ACTIVITY	
203ASULMR	203	26	0	COST LEVEL	
203ASULMR	203	46	97146	GROUP ID	
204WDFAOL	204	11	F421701	COMPANY	
204WDFAOL	204	13	0000	CODIGO GINEBRA	
204WDFAOL	204	14	60-XX	SECTOR	
204WDFAOL	204	15	362	LOCATION	
204WDFAOL	204	17	SGS DE MEXICO-BA27960	PROYECT NUMBER	
204WDFAOL	204	18		AUTORIZADOR	
204WDFAOL	204	25	6251	ACTIVITY	
204WDFAOL	204	26	0	COST LEVEL	
204WDFAOL	204	46	97146	GROUP ID	
206ICBMXZ	206	11	F420171	COMPANY	
206ICBMXZ	206	13	0000	CODIGO GINEBRA	
206ICBMXZ	206	14	10-XX	SECTOR	
206ICBMXZ	206	15	362	LOCATION	
206ICBMXZ	206	17	SGS DE MEXICO-BA27863	PROYECT NUMBER	
206ICBMXZ	206	18	JENNIFERDIAZ	AUTORIZADOR	
206ICBMXZ	206	25	1751	ACTIVITY	
206ICBMXZ	206	26	0	COST LEVEL	
206ICBMXZ	206	46		GROUP ID	
